DATE_KEY,GUNLUK_GUNESLENME_SURESI_saat,ORTALAMA_GUNLUK_BASINC_hPa,ORTALAMA_GUNLUK_NEM_%,ORTALAMA_GUNLUK_RUZGAR_HIZI,EN_SIK_GUNLUK_RUZGAR_YONU,ORTALAMA_GUNLUK_SICAKLIK_C,TOPLAM_GUNLUK_YAGIS_mm,ORTALAMA_GUNLUK_PM10_µg/m3,ORTALAMA_GUNLUK_PM25_µg/m3,TOPLAM_GUNLUK_GUNES_RADYASYONU
2024-01-01,0.4629629629629629,0.5062177737336986,0.5464329643296434,0.3924812030075187,SW,0.4396859386152748,0.0,0.0160308783053847,0.4118666089216111,0.246031746031746
2024-01-02,0.1296296296296296,0.4328177130724892,0.7578413284132842,0.4225563909774436,SW,0.3783012134189864,0.023076923076923,0.0177029103128545,0.3005630142919013,0.1402116402116402
2024-01-03,0.4814814814814814,0.3739763421292093,0.7489237392373925,0.4466165413533834,SSW,0.3765167737330478,0.0653846153846153,0.0167528921267921,0.2663490688609788,0.1931216931216931
2024-01-04,0.5648148148148148,0.29420685471641,0.5779520295202952,0.6451127819548872,SW,0.4693076374018557,0.0076923076923076,0.0163674561770182,0.2301862278042442,0.3253968253968254
2024-01-06,0.4814814814814814,0.4886260236578708,0.2678351783517835,0.2451127819548872,SSE,0.4229122055674518,0.0,0.3396885026084785,0.4798614118666089,0.3121693121693121
2024-01-07,0.0,0.1549893842887476,0.5777982779827799,0.6120300751879699,SSE,0.4114917915774446,0.4038461538461538,0.5362716943438632,0.3187527067994803,0.1005291005291005
2024-01-08,0.4629629629629629,0.2299059751289061,0.6502152521525216,0.7924812030075188,N,0.3561741613133475,0.3923076923076923,0.1844392449798324,0.0913815504547423,0.298941798941799
2024-01-09,0.0,0.5865938732180775,0.9301968019680196,0.8135338345864661,NNE,0.1167023554603854,0.7076923076923076,0.2643493461160542,0.0725422260718925,0.074074074074074
2024-01-11,0.0,0.6818319684561722,0.6380688806888068,0.2105263157894736,N,0.1084939329050678,0.2615384615384615,0.1750693513275825,0.1305760069294066,0.074074074074074
2024-01-12,0.4166666666666666,0.5125872004852885,0.5919434194341943,0.4571428571428571,NNE,0.0635260528194147,0.0461538461538461,0.0655295401369112,0.2470766565612819,0.298941798941799
2024-01-13,0.2129629629629629,0.6205641492265702,0.5887146371463715,0.1022556390977443,NW,0.0,0.0346153846153846,0.0912994620182729,0.1266782156777826,0.1798941798941799
2024-01-14,0.6944444444444444,0.4865028814073419,0.5662669126691269,0.431578947368421,SW,0.0852962169878658,0.0,0.0905665908461676,0.5210047639670853,0.4444444444444445
2024-01-16,0.1574074074074073,0.2732787382468906,0.750768757687577,0.3699248120300751,NE,0.3008565310492505,0.3653846153846153,0.0152382917044412,0.1801645734084019,0.1534391534391534
2024-01-17,0.3509259259259259,0.6053988474370646,0.5994772447724478,0.4661654135338345,,0.1709493219129193,0.1876923076923076,0.0883896920312474,0.2691641403204851,0.2142857142857142
2024-01-18,0.3564814814814814,0.6023657870791628,0.5988622386223862,0.4646616541353383,,0.1780870806566738,0.1861538461538461,0.0876731068851889,0.2689475963620615,0.2208994708994709
2024-01-19,0.5555555555555555,0.2656960873521378,0.511838868388684,0.7293233082706767,SW,0.5317630264097073,0.0192307692307692,0.0179634867296031,0.1799480294499783,0.3518518518518519
2024-01-21,0.1574074074074073,0.8504701243554729,0.5842558425584256,0.8766917293233082,NE,0.1506067094932191,0.8961538461538462,0.0113567888299576,0.0220874837592031,0.1534391534391534
2024-01-22,0.2777777777777777,0.9805884137094298,0.4305043050430505,0.606015037593985,NE,0.1566738044254104,0.1038461538461538,0.0108627793732051,0.052620181896925,0.2195767195767195
2024-01-23,0.7314814814814815,0.7579617834394901,0.445879458794588,0.3037593984962405,NE,0.1484653818700928,0.0153846153846153,0.0121928048336925,0.158943265482893,0.4841269841269842
2024-01-24,0.2314814814814814,0.7992114043069491,0.747539975399754,0.3157894736842105,NW,0.1552462526766595,0.0269230769230769,0.0121059460281096,0.1130359462970983,0.1666666666666666
2024-01-26,0.4444444444444444,0.5835608128601757,0.7469249692496926,0.2165413533834586,W,0.1784439685938615,0.0653846153846153,0.0181480616914666,0.1916414032048506,0.2328042328042328
2024-01-27,0.4083333333333333,0.5753715498938432,0.5934809348093482,0.4601503759398496,,0.2408993576017131,0.1711538461538461,0.0813487001036877,0.2678648765699437,0.2843915343915344
2024-01-28,0.3796296296296296,0.851986654534422,0.5759532595325955,0.3759398496240601,NNW,0.1466809421841542,0.1653846153846153,0.0114165042587958,0.0632308358596795,0.2195767195767195
2024-01-29,0.1388888888888888,0.9590536851683376,0.8254920049200494,0.4015037593984962,N,0.099214846538187,0.4192307692307692,0.0123393790681135,0.0396275443915114,0.1534391534391534
2024-01-31,0.3148148148148147,0.9441916894146218,0.5713407134071342,0.718796992481203,NNE,0.1805852962169878,0.1269230769230769,0.0101733376038912,0.0,0.2063492063492063
2024-02-01,0.6666666666666666,0.8049742189869561,0.6194649446494466,0.2240601503759398,NNE,0.1541755888650963,0.0,0.0104230566699419,0.0679948029449978,0.3121693121693121
2024-02-02,0.6759259259259258,0.6754625417045788,0.6649753997539976,0.2932330827067668,NNW,0.168807994289793,0.0038461538461538,0.0283322566460557,0.4898224339540926,0.417989417989418
2024-02-03,0.6481481481481481,0.7230815893236244,0.4567958179581796,0.2030075187969924,SW,0.2069950035688793,0.0,0.017436905220757,0.2234733650931139,0.4312169312169312
2024-02-04,0.4722222222222221,0.6005459508644237,0.5810270602706028,0.4796992481203007,SW,0.2798001427551749,0.0,0.0194889445026519,0.3116067561715028,0.2724867724867725
2024-02-06,0.462037037037037,0.5474673946011542,0.5882533825338254,0.4526315789473684,,0.3069236259814418,0.1553846153846154,0.0746497147231104,0.2667821567778259,0.3505291005291005
2024-02-07,0.7222222222222222,0.4328177130724892,0.4477244772447725,0.7443609022556391,SW,0.4975017844396859,0.0,0.0238970288859815,0.3776526634906885,0.5105820105820106
2024-02-08,0.4722222222222221,0.5420078859569303,0.5873308733087331,0.4526315789473684,,0.3194147037830121,0.1523076923076923,0.0733522613147166,0.2663490688609788,0.3637566137566138
2024-02-09,0.4777777777777777,0.5392781316348183,0.5867158671586717,0.4511278195488721,,0.3258386866523911,0.1507692307692307,0.0727062489481941,0.2663490688609788,0.3703703703703703
